YEAR,MONTH,ENSO,IOD
1974,6,0.3002,-0.0919
1974,7,0.5475,0.0226
1974,8,0.9846,0.0447
1974,9,1.3471,-0.0171
1974,10,1.2994,-0.1378
1974,11,1.1728,0.0253
1974,12,1.4523,0.2024
1975,1,1.7149,0.2271
1975,2,1.8571,0.5051
1975,3,1.9467,0.6133
1975,4,2.0451,0.5491
1975,5,1.987,0.2027
1975,6,2.1482,0.1969
1975,7,1.8094,0.2962
1975,8,1.6656,-0.0071
1975,9,1.7171,-0.1587
1975,10,1.234,0.1276
1975,11,1.3141,0.0886
1975,12,1.0386,0.2185
1976,1,0.7494,0.1439
1976,2,0.7439,0.0922
1976,3,0.1375,-0.016
1976,4,0.2616,-0.0825
1976,5,-0.3575,-0.003
1976,6,-0.784,-0.0914
1976,7,-0.8379,-0.2312
1976,8,-1.2481,0.0031
1976,9,-1.4155,0.0913
1976,10,-1.4331,0.0575
1976,11,-1.5696,-0.1834
1976,12,-1.8743,-0.206
1977,1,-1.7267,-0.3618
1977,2,-1.7597,-0.3044
1977,3,-1.7406,-0.5556
1977,4,-1.864,-0.4412
1977,5,-1.6919,-0.287
1977,6,-2.0992,-0.1693
1977,7,-1.7555,-0.1118
1977,8,-1.7017,-0.225
1977,9,-1.3943,-0.0348
1977,10,-1.3189,0.0395
1977,11,-1.0639,0.0223
1977,12,-0.5515,0.3239
1978,1,-0.6476,0.3154
1978,2,-0.3462,0.5579
1978,3,-0.2312,0.5616
1978,4,0.0209,0.605
1978,5,0.2069,0.4701
1978,6,0.457,0.4087
1978,7,0.7329,0.1498
1978,8,0.9561,0.0763
1978,9,0.887,0.0293
1978,10,1.0403,0.0057
1978,11,0.8697,0.1199
1978,12,1.0987,0.3088
1979,1,1.3022,0.1001
1979,2,1.3207,0.0891
1979,3,1.2341,0.0556
1979,4,1.3302,-0.0471
1979,5,1.2509,-0.1843
1979,6,1.3246,-0.3598
1979,7,1.1446,-0.0634
1979,8,0.9957,-0.2102
1979,9,1.0407,0.1176
1979,10,0.4872,-0.0251
1979,11,0.9175,-0.0693
1979,12,0.2443,-0.3713
1980,1,0.464,-0.5602
1980,2,0.7215,-0.4893
1980,3,0.6573,-0.4983
1980,4,0.3443,-0.4399
1980,5,0.3458,-0.2558
1980,6,0.5928,0.0913
1980,7,0.2493,0.0262
1980,8,0.5925,0.08
1980,9,0.1886,0.0675
1980,10,0.1807,0.1283
1980,11,0.2896,0.0465
1980,12,-0.0095,0.0047
1981,1,-0.26,0.2992
1981,2,-0.2114,0.5196
1981,3,-0.2905,0.4631
1981,4,-0.5847,0.5248
1981,5,-0.5175,0.3924
1981,6,-0.693,0.4193
1981,7,-0.5478,0.2053
1981,8,-0.7868,0.0888
1981,9,-0.9389,0.0497
1981,10,-1.0136,0.0258
1981,11,-1.06,0.1033
1981,12,-1.0886,0.0353
1982,1,-1.4082,-0.0532
1982,2,-1.4784,0.0676
1982,3,-1.2045,-0.0191
1982,4,-1.462,-0.0416
1982,5,-1.6222,-0.0595
1982,6,-1.3305,-0.0435
1982,7,-1.2914,-0.1846
1982,8,-1.5296,-0.0608
1982,9,-1.1796,0.0384
1982,10,-0.9927,0.1639
1982,11,-0.9116,-0.0309
1982,12,-0.7147,-0.2096
1983,1,-0.8408,-0.4671
1983,2,-0.3827,-0.5808
1983,3,-0.2644,-0.4325
1983,4,-0.0662,-0.4887
1983,5,0.3699,-0.2816
1983,6,0.6978,-0.1393
1983,7,0.9807,0.0869
1983,8,1.1385,-0.0324
1983,9,1.1439,-0.1951
1983,10,1.417,0.0503
1983,11,1.6631,0.0058
1983,12,1.7261,0.1725
1984,1,1.8595,0.3074
1984,2,2.0644,0.4327
1984,3,1.999,0.6039
1984,4,1.9299,0.4163
1984,5,1.9716,0.4064
1984,6,2.0859,0.3539
1984,7,1.9113,0.0962
1984,8,1.846,-0.0921
1984,9,1.7458,0.0535
1984,10,1.4081,0.1186
1984,11,1.3691,0.0839
1984,12,1.08,-0.0268
1985,1,0.5863,0.1782
1985,2,0.722,-0.0772
1985,3,0.1557,-0.0203
1985,4,-0.2957,-0.2093
1985,5,-0.4804,-0.278
1985,6,-0.7456,-0.2044
1985,7,-0.8406,-0.1194
1985,8,-1.1278,-0.0842
1985,9,-1.3533,0.0471
1985,10,-1.3997,-0.0744
1985,11,-1.6019,-0.0708
1985,12,-1.7336,-0.2767
1986,1,-1.8133,-0.4919
1986,2,-1.8409,-0.5795
1986,3,-2.2722,-0.6274
1986,4,-1.998,-0.3774
1986,5,-2.2235,-0.2909
1986,6,-1.8117,-0.3198
1986,7,-1.7085,-0.0834
1986,8,-1.4149,-0.0761
1986,9,-1.234,0.1261
1986,10,-1.2028,-0.1263
1986,11,-1.114,-0.0536
1986,12,-0.761,0.2579
1987,1,-0.7013,0.4229
1987,2,-0.4085,0.395
1987,3,-0.0485,0.4901
1987,4,-0.0741,0.5882
1987,5,0.3269,0.2616
1987,6,0.4914,0.1503
1987,7,0.4149,0.1229
1987,8,0.855,0.1606
1987,9,0.9454,-0.0349
1987,10,0.9672,0.0368
1987,11,0.928,0.1782
1987,12,0.983,0.2986
1988,1,1.0805,0.0756
1988,2,1.2722,0.0542
1988,3,1.059,0.1007
1988,4,1.2628,-0.2601
1988,5,0.991,-0.103
1988,6,1.114,-0.2505
1988,7,1.1176,-0.0966
1988,8,1.4158,-0.0521
1988,9,0.7837,-0.0766
1988,10,1.1475,-0.1173
1988,11,0.8825,-0.1271
1988,12,0.8532,-0.2195
1989,1,0.7403,-0.4464
1989,2,0.7204,-0.5046
1989,3,0.5626,-0.4499
1989,4,0.7368,-0.4783
1989,5,0.3841,-0.2034
1989,6,0.557,-0.0645
1989,7,0.2253,0.1677
1989,8,0.247,-0.0341
1989,9,0.0281,-0.0366
1989,10,0.1877,0.0714
1989,11,0.2638,0.1273
1989,12,-0.0407,0.1263
1990,1,-0.1392,0.2821
1990,2,-0.3622,0.4979
1990,3,-0.3195,0.4745
1990,4,-0.6189,0.5061
1990,5,-0.6161,0.4549
1990,6,-0.5477,0.3788
1990,7,-0.4886,0.097
1990,8,-0.3706,-0.1108
1990,9,-0.9844,-0.1533
1990,10,-0.7824,-0.072
1990,11,-1.0569,-0.0175
1990,12,-1.2038,0.1177
1991,1,-1.1934,0.0266
1991,2,-1.3128,-0.0007
1991,3,-1.3537,-0.107
1991,4,-1.4614,-0.1736
1991,5,-1.6194,-0.0794
1991,6,-1.6287,-0.1161
1991,7,-1.2629,-0.1035
1991,8,-1.3415,-0.0695
1991,9,-1.3034,-0.0347
1991,10,-1.1017,-0.0125
1991,11,-0.8485,-0.1025
1991,12,-0.7824,-0.3718
1992,1,-0.7286,-0.4331
1992,2,-0.2484,-0.6727
1992,3,0.0179,-0.4787
1992,4,0.0804,-0.3396
1992,5,0.3854,-0.285
1992,6,0.6622,0.0152
1992,7,0.881,-0.1111
1992,8,1.0334,0.0134
1992,9,1.2501,-0.0029
1992,10,1.4421,0.0019
1992,11,1.3834,0.0526
1992,12,1.813,0.1776
1993,1,1.6365,0.3822
1993,2,1.8216,0.5649
1993,3,2.2035,0.5405
1993,4,2.1654,0.6042
1993,5,2.2569,0.3916
1993,6,1.9501,0.3604
1993,7,1.738,0.0844
1993,8,1.7589,0.1239
1993,9,1.6606,0.1769
1993,10,1.4762,0.019
1993,11,1.4257,-0.0879
1993,12,0.969,0.0862
1994,1,0.8243,0.2203
1994,2,0.3574,0.0998
1994,3,0.2984,-0.0251
1994,4,-0.047,-0.0576
1994,5,-0.4362,-0.1465
1994,6,-0.6278,-0.0717
1994,7,-0.876,-0.0312
1994,8,-1.1272,0.0891
1994,9,-1.037,0.0287
1994,10,-1.5074,0.0337
1994,11,-1.6895,-0.1738
1994,12,-2.0956,-0.3473
1995,1,-2.009,-0.2995
1995,2,-1.9728,-0.4929
1995,3,-2.0589,-0.4312
1995,4,-1.7361,-0.3907
1995,5,-1.9212,-0.3095
1995,6,-1.6238,-0.1292
1995,7,-1.6986,0.0743
1995,8,-1.5661,0.0404
1995,9,-1.4255,-0.1369
1995,10,-1.2326,-0.0073
1995,11,-0.7812,0.2043
1995,12,-1.1818,0.152
1996,1,-0.9224,0.1703
1996,2,-0.4897,0.6061
1996,3,-0.1942,0.5953
1996,4,0.1131,0.5333
1996,5,0.277,0.4181
1996,6,0.3321,0.3857
1996,7,0.711,0.102
1996,8,0.8635,0.1285
1996,9,0.8682,0.0434
1996,10,1.0963,0.0483
1996,11,1.0832,0.0992
1996,12,1.0277,0.1161
1997,1,1.2658,0.2054
1997,2,1.2074,-0.0137
1997,3,1.2025,-0.1748
1997,4,1.4181,-0.0892
1997,5,0.8097,-0.1347
1997,6,0.9319,-0.1307
1997,7,0.9231,-0.0722
1997,8,0.9946,-0.0583
1997,9,0.9521,0.063
1997,10,0.7006,-0.0423
1997,11,0.7122,-0.1882
1997,12,0.6624,-0.3241
1998,1,1.0911,-0.2744
1998,2,0.924,-0.649
1998,3,0.5239,-0.4556
1998,4,0.4641,-0.5349
1998,5,0.2802,-0.2712
1998,6,0.101,-0.1648
1998,7,0.3044,-0.2074
1998,8,0.1064,0.0271
1998,9,0.1762,-0.0304
1998,10,-0.1206,-0.158
1998,11,-0.0672,0.1289
1998,12,-0.0068,0.2839
1999,1,-0.0547,0.4335
1999,2,-0.1323,0.4834
1999,3,-0.4832,0.5444
1999,4,-0.2518,0.6452
1999,5,-0.5992,0.5824
1999,6,-0.4868,0.3898
1999,7,-0.6881,0.07
1999,8,-0.9985,0.0527
1999,9,-0.9439,0.0352
1999,10,-0.9429,-0.116
1999,11,-1.0015,0.1251
1999,12,-1.2023,0.3119
2000,1,-1.0285,0.1729
2000,2,-1.171,0.1734
2000,3,-1.4087,-0.0304
2000,4,-1.2876,-0.1442
2000,5,-1.1196,-0.1547
2000,6,-1.103,-0.2343
2000,7,-1.5451,-0.1819
2000,8,-1.439,0.0687
2000,9,-0.9913,0.1098
2000,10,-1.2618,-0.118
2000,11,-1.1661,-0.0718
2000,12,-0.8824,-0.3061
2001,1,-0.5671,-0.4089
2001,2,-0.4477,-0.4734
2001,3,-0.3166,-0.4161
2001,4,-0.0949,-0.394
2001,5,0.1325,-0.1497
2001,6,0.344,-0.1053
2001,7,1.0538,0.0094
2001,8,0.9859,-0.0706
2001,9,1.2934,0.1727
2001,10,1.2908,0.0475
2001,11,1.5201,0.1188
2001,12,1.6009,0.0404
2002,1,1.4421,0.2485
2002,2,1.7341,0.5537
2002,3,1.7363,0.5636
2002,4,1.7019,0.3858
2002,5,1.8545,0.5308
2002,6,2.1896,0.2557
2002,7,1.9042,0.2583
2002,8,1.9886,0.0296
2002,9,1.7069,0.0164
2002,10,1.5817,0.1231
2002,11,1.1205,0.0157
2002,12,1.1018,0.0506
2003,1,0.8808,0.106
2003,2,0.4192,0.1217
2003,3,0.3148,-0.1515
2003,4,0.0375,-0.2718
2003,5,-0.4061,-0.1193
2003,6,-0.7608,-0.2173
2003,7,-1.026,-0.1362
2003,8,-1.0737,-0.1812
2003,9,-1.2537,-0.0543
2003,10,-1.6115,-0.0393
2003,11,-1.6489,-0.0748
2003,12,-1.6954,-0.3609
2004,1,-1.7821,-0.3035
2004,2,-1.7005,-0.565
2004,3,-1.7645,-0.5503
2004,4,-2.0936,-0.2776
2004,5,-1.6439,-0.2456
2004,6,-1.8968,-0.1742
2004,7,-1.5511,-0.053
2004,8,-1.5615,0.1043
2004,9,-1.474,0.1173
2004,10,-1.5044,-0.0554
2004,11,-1.0647,0.0583
2004,12,-1.0677,0.1763
2005,1,-0.477,0.2354
2005,2,-0.1807,0.4502
2005,3,-0.3159,0.5411
2005,4,0.0549,0.6302
2005,5,0.0972,0.5444
2005,6,0.2955,0.2728
2005,7,0.6743,0.1282
2005,8,0.7032,0.0898
2005,9,1.1015,-0.0468
2005,10,0.8795,0.0759
2005,11,1.1922,0.0805
2005,12,1.1265,0.0525
2006,1,1.2805,0.0452
2006,2,1.1237,0.1713
2006,3,1.1949,-0.0576
2006,4,1.1799,-0.0071
2006,5,1.0519,-0.2263
2006,6,1.2439,-0.1458
2006,7,1.1987,0.0866
2006,8,1.1381,-0.1172
2006,9,1.2209,-0.1518
2006,10,1.1441,0.0642
2006,11,0.8038,-0.2154
2006,12,0.8475,-0.3008
2007,1,0.629,-0.4829
2007,2,0.6572,-0.4887
2007,3,0.4957,-0.5717
2007,4,0.7617,-0.415
2007,5,0.5072,-0.2266
2007,6,0.3545,-0.2107
2007,7,0.501,-0.0966
2007,8,-0.0695,-0.0318
2007,9,-0.1132,-0.1143
2007,10,0.2389,-0.0239
2007,11,0.0561,0.0712
2007,12,0.0084,0.1371
2008,1,-0.3086,0.2926
2008,2,-0.1984,0.453
2008,3,0.0154,0.4882
2008,4,-0.2564,0.5942
2008,5,-0.4537,0.5627
2008,6,-0.6476,0.262
2008,7,-0.7457,0.1842
2008,8,-1.1114,0.0175
2008,9,-0.8578,0.0292
2008,10,-0.8709,0.154
2008,11,-1.3298,0.1282
2008,12,-1.2804,-0.0118
2009,1,-1.4319,0.158
2009,2,-1.4669,0.1542
2009,3,-1.3622,-0.0628
2009,4,-1.7128,-0.0587
2009,5,-1.3176,-0.2404
2009,6,-1.284,-0.2879
2009,7,-1.3985,-0.0935
2009,8,-1.6721,-0.1732
2009,9,-1.3635,-0.0192
2009,10,-0.9181,0.0643
2009,11,-1.3844,-0.302
2009,12,-0.8616,-0.4015
2010,1,-0.8072,-0.5186
2010,2,-0.3116,-0.5153
2010,3,-0.3203,-0.5249
2010,4,0.0668,-0.2887
2010,5,0.3241,-0.1862
2010,6,0.7514,-0.0905
2010,7,0.6811,-0.0289
2010,8,0.9977,0.0275
2010,9,0.9376,-0.069
2010,10,1.5427,0.0785
2010,11,1.434,-0.0272
2010,12,1.6238,0.2359
2011,1,1.8366,0.4092
2011,2,1.7064,0.4715
2011,3,2.0422,0.5266
2011,4,2.1845,0.571
2011,5,2.0777,0.2189
2011,6,1.7525,0.3233
2011,7,1.8923,0.1363
2011,8,1.9063,0.0326
2011,9,1.3635,0.0565
2011,10,1.3031,0.0228
2011,11,1.3871,-0.0037
2011,12,1.0637,0.1188
2012,1,0.8333,0.1271
2012,2,0.7846,0.0647
2012,3,0.3011,-0.0321
2012,4,0.0512,-0.0552
2012,5,0.0829,-0.2721
2012,6,-0.6245,-0.155
2012,7,-0.9681,-0.0016
2012,8,-1.0225,-0.1714
2012,9,-1.2369,0.0144
2012,10,-1.5716,-0.0855
2012,11,-1.8078,-0.1789
2012,12,-1.4345,-0.3715
2013,1,-1.8258,-0.4496
2013,2,-2.0432,-0.3629
2013,3,-1.8186,-0.5968
2013,4,-1.9597,-0.4942
2013,5,-1.9344,-0.3667
2013,6,-1.7328,0.0081
2013,7,-1.9016,-0.0776
2013,8,-1.5188,-0.006
2013,9,-1.1252,-0.0322
2013,10,-1.1633,-0.0656
2013,11,-1.0954,0.0429
2013,12,-0.9099,0.3657
2014,1,-0.6837,0.4257
2014,2,-0.4464,0.3864
2014,3,-0.2531,0.5925
2014,4,0.147,0.4724
2014,5,-0.054,0.3057
2014,6,0.5191,0.3807
2014,7,0.5012,0.2382
2014,8,0.7655,0.1203
2014,9,0.6715,-0.0376
2014,10,1.1512,0.0154
2014,11,1.2292,0.1475
2014,12,1.2559,0.1614
2015,1,0.9339,0.0902
2015,2,1.3152,-0.074
2015,3,1.263,-0.0359
2015,4,0.9564,-0.052
2015,5,1.1736,-0.281
2015,6,1.1993,-0.118
2015,7,1.1846,-0.0782
2015,8,1.0757,0.0274
2015,9,1.034,0.0698
2015,10,1.1478,-0.0943
2015,11,1.0439,-0.2786
2015,12,0.3615,-0.3418
